Prepared 2024-01-16 21:28
Chromosome	Arm	Band	Abnormality	 
9	q	12	del(9)(q12)	 Adenocarcinoma
9	q	12	del(9)(q12)	 Astrocytoma, grade III-IV/Glioblastoma
9	q	12	del(9)(q12)	 Chondrosarcoma, NOS
9	q	12	del(9)(q12q21)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	21	del(9)(q12q21)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	12	del(9)(q12q21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	21	del(9)(q12q21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	12	del(9)(q12q22)	 Acute myeloid leukemia, NOS
9	q	22	del(9)(q12q22)	 Acute myeloid leukemia, NOS
9	q	12	del(9)(q12q22)	 Acute myeloblastic leukemia without maturation (FAB type M1)
9	q	22	del(9)(q12q22)	 Acute myeloblastic leukemia without maturation (FAB type M1)
9	q	12	del(9)(q12q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	22	del(9)(q12q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	12	del(9)(q12q22)	 Acute promyelocytic leukemia (FAB type M3)
9	q	22	del(9)(q12q22)	 Acute promyelocytic leukemia (FAB type M3)
9	q	12	del(9)(q12q22)	 Acute myelomonocytic leukemia (FAB type M4)
9	q	22	del(9)(q12q22)	 Acute myelomonocytic leukemia (FAB type M4)
9	q	12	del(9)(q12q22)	 Acute erythroleukemia (FAB type M6)
9	q	22	del(9)(q12q22)	 Acute erythroleukemia (FAB type M6)
9	q	12	del(9)(q12q22)	 Myelodysplastic syndrome, NOS
9	q	22	del(9)(q12q22)	 Myelodysplastic syndrome, NOS
9	q	12	del(9)(q12q22)	 Refractory anemia
9	q	22	del(9)(q12q22)	 Refractory anemia
9	q	12	del(9)(q12q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	22	del(9)(q12q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	12	del(9)(q12q22)	 Multiple myeloma
9	q	22	del(9)(q12q22)	 Multiple myeloma
9	q	12	del(9)(q12q22)	 Follicular lymphoma
9	q	22	del(9)(q12q22)	 Follicular lymphoma
9	q	12	del(9)(q12q22)	 Burkitt lymphoma/leukemia
9	q	22	del(9)(q12q22)	 Burkitt lymphoma/leukemia
9	q	12	del(9)(q12q31)	 Acute myeloid leukemia, NOS
9	q	31	del(9)(q12q31)	 Acute myeloid leukemia, NOS
9	q	12	del(9)(q12q31)	 Acute myeloblastic leukemia without maturation (FAB type M1)
9	q	31	del(9)(q12q31)	 Acute myeloblastic leukemia without maturation (FAB type M1)
9	q	12	del(9)(q12q31)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	31	del(9)(q12q31)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	12	del(9)(q12q32)	 Acute myeloid leukemia, NOS
9	q	32	del(9)(q12q32)	 Acute myeloid leukemia, NOS
9	q	12	del(9)(q12q32)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	32	del(9)(q12q32)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	12	del(9)(q12q32)	 Acute promyelocytic leukemia (FAB type M3)
9	q	32	del(9)(q12q32)	 Acute promyelocytic leukemia (FAB type M3)
9	q	12	del(9)(q12q32)	 Myelodysplastic syndrome, special type
9	q	32	del(9)(q12q32)	 Myelodysplastic syndrome, special type
9	q	12	del(9)(q12q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	32	del(9)(q12q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	12	del(9)(q12q32)	 Chronic lymphocytic leukemia
9	q	32	del(9)(q12q32)	 Chronic lymphocytic leukemia
9	q	12	del(9)(q12q33)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	33	del(9)(q12q33)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	12	del(9)(q12q33)	 Multiple myeloma
9	q	33	del(9)(q12q33)	 Multiple myeloma
9	q	12	del(9)(q12q34)	 Acute myeloid leukemia, NOS
9	q	34	del(9)(q12q34)	 Acute myeloid leukemia, NOS
9	q	13	del(9)(q13)	 Acute myeloid leukemia, NOS
9	q	13	del(9)(q13)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	13	del(9)(q13)	 Acute myelomonocytic leukemia (FAB type M4)
9	q	13	del(9)(q13)	 Myelodysplastic syndrome, NOS
9	q	13	del(9)(q13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	13	del(9)(q13)	 Mantle cell lymphoma
9	q	13	del(9)(q13)	 Diffuse large B-cell lymphoma
9	q	13	del(9)(q13)	 Anaplastic large cell lymphoma, systemic type
9	q	13	del(9)(q13)	 Adenocarcinoma
9	q	13	del(9)(q13q22)	 Bilineage or biphenotypic leukemia
9	q	22	del(9)(q13q22)	 Bilineage or biphenotypic leukemia
9	q	13	del(9)(q13q22)	 Acute myeloid leukemia, NOS
9	q	22	del(9)(q13q22)	 Acute myeloid leukemia, NOS
9	q	13	del(9)(q13q22)	 Acute myeloblastic leukemia without maturation (FAB type M1)
9	q	22	del(9)(q13q22)	 Acute myeloblastic leukemia without maturation (FAB type M1)
9	q	13	del(9)(q13q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	22	del(9)(q13q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	13	del(9)(q13q22)	 Acute promyelocytic leukemia (FAB type M3)
9	q	22	del(9)(q13q22)	 Acute promyelocytic leukemia (FAB type M3)
9	q	13	del(9)(q13q22)	 Acute myelomonocytic leukemia (FAB type M4)
9	q	22	del(9)(q13q22)	 Acute myelomonocytic leukemia (FAB type M4)
9	q	13	del(9)(q13q22)	 Acute monoblastic leukemia (FAB type M5)
9	q	22	del(9)(q13q22)	 Acute monoblastic leukemia (FAB type M5)
9	q	13	del(9)(q13q22)	 Acute erythroleukemia (FAB type M6)
9	q	22	del(9)(q13q22)	 Acute erythroleukemia (FAB type M6)
9	q	13	del(9)(q13q22)	 Myelodysplastic syndrome, NOS
9	q	22	del(9)(q13q22)	 Myelodysplastic syndrome, NOS
9	q	13	del(9)(q13q22)	 Refractory anemia with excess of blasts (FAB)
9	q	22	del(9)(q13q22)	 Refractory anemia with excess of blasts (FAB)
9	q	13	del(9)(q13q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	22	del(9)(q13q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	13	del(9)(q13q22)	 Multiple myeloma
9	q	22	del(9)(q13q22)	 Multiple myeloma
9	q	13	del(9)(q13q22)	 Mature B-cell neoplasm, NOS
9	q	22	del(9)(q13q22)	 Mature B-cell neoplasm, NOS
9	q	13	del(9)(q13q22)	 Mycosis fungoides/Sézary syndrome
9	q	22	del(9)(q13q22)	 Mycosis fungoides/Sézary syndrome
9	q	13	del(9)(q13q22)	 Adult T-cell lymphoma/leukemia (HTLV-)
9	q	22	del(9)(q13q22)	 Adult T-cell lymphoma/leukemia (HTLV-)
9	q	13	del(9)(q13q31)	 Acute myeloid leukemia, NOS
9	q	31	del(9)(q13q31)	 Acute myeloid leukemia, NOS
9	q	13	del(9)(q13q31)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	31	del(9)(q13q31)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	13	del(9)(q13q31)	 Acute myelomonocytic leukemia (FAB type M4)
9	q	31	del(9)(q13q31)	 Acute myelomonocytic leukemia (FAB type M4)
9	q	13	del(9)(q13q31)	 Acute monoblastic leukemia (FAB type M5)
9	q	31	del(9)(q13q31)	 Acute monoblastic leukemia (FAB type M5)
9	q	13	del(9)(q13q31)	 Acute erythroleukemia (FAB type M6)
9	q	31	del(9)(q13q31)	 Acute erythroleukemia (FAB type M6)
9	q	13	del(9)(q13q32)	 Acute myeloid leukemia, NOS
9	q	32	del(9)(q13q32)	 Acute myeloid leukemia, NOS
9	q	13	del(9)(q13q32)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	32	del(9)(q13q32)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	13	del(9)(q13q32)	 Chronic myeloid leukemia, t(9;22)
9	q	32	del(9)(q13q32)	 Chronic myeloid leukemia, t(9;22)
9	q	13	del(9)(q13q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	32	del(9)(q13q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	13	del(9)(q13q32)	 Follicular lymphoma
9	q	32	del(9)(q13q32)	 Follicular lymphoma
9	q	13	del(9)(q13q32)	 Diffuse large B-cell lymphoma
9	q	32	del(9)(q13q32)	 Diffuse large B-cell lymphoma
9	q	13	del(9)(q13q33)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	33	del(9)(q13q33)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	13	del(9)(q13q33)	 Multiple myeloma
9	q	33	del(9)(q13q33)	 Multiple myeloma
9	q	13	del(9)(q13q34)	 Acute myeloid leukemia, NOS
9	q	34	del(9)(q13q34)	 Acute myeloid leukemia, NOS
9	q	13	del(9)(q13q34)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	34	del(9)(q13q34)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	13	del(9)(q13q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	34	del(9)(q13q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	21	del(9)(q21)	 Acute myeloid leukemia, NOS
9	q	21	del(9)(q21)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	21	del(9)(q21)	 Acute myelomonocytic leukemia (FAB type M4)
9	q	21	del(9)(q21)	 Myelodysplastic syndrome, NOS
9	q	21	del(9)(q21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	21	del(9)(q21)	 Multiple myeloma
9	q	21	del(9)(q21)	 Chronic lymphocytic leukemia
9	q	21	del(9)(q21)	 Diffuse large B-cell lymphoma
9	q	21	del(9)(q21q22)	 Acute myeloid leukemia, NOS
9	q	22	del(9)(q21q22)	 Acute myeloid leukemia, NOS
9	q	21	del(9)(q21q22)	 Multiple myeloma
9	q	22	del(9)(q21q22)	 Multiple myeloma
9	q	21	del(9)(q21q31)	 Acute myeloid leukemia, NOS
9	q	31	del(9)(q21q31)	 Acute myeloid leukemia, NOS
9	q	21	del(9)(q21q31)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
9	q	31	del(9)(q21q31)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
9	q	21	del(9)(q21q31)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	31	del(9)(q21q31)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	21	del(9)(q21q31)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	31	del(9)(q21q31)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	21	del(9)(q21q32)	 Acute myeloid leukemia, NOS
9	q	32	del(9)(q21q32)	 Acute myeloid leukemia, NOS
9	q	21	del(9)(q21q32)	 Acute monoblastic leukemia (FAB type M5)
9	q	32	del(9)(q21q32)	 Acute monoblastic leukemia (FAB type M5)
9	q	21	del(9)(q21q33)	 Acute myeloid leukemia, NOS
9	q	33	del(9)(q21q33)	 Acute myeloid leukemia, NOS
9	q	21	del(9)(q21q33)	 Acute monoblastic leukemia (FAB type M5)
9	q	33	del(9)(q21q33)	 Acute monoblastic leukemia (FAB type M5)
9	q	21	del(9)(q21q33)	 Multiple myeloma
9	q	33	del(9)(q21q33)	 Multiple myeloma
9	q	21	del(9)(q21q34)	 Acute myeloid leukemia, NOS
9	q	34	del(9)(q21q34)	 Acute myeloid leukemia, NOS
9	q	21	del(9)(q21q34)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	34	del(9)(q21q34)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	21	del(9)(q21q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	34	del(9)(q21q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	21	del(9)(q21q34)	 Peripheral T-cell lymphoma, unspecified
9	q	34	del(9)(q21q34)	 Peripheral T-cell lymphoma, unspecified
9	q	22	del(9)(q22)	 Bilineage or biphenotypic leukemia
9	q	22	del(9)(q22)	 Acute myeloid leukemia, NOS
9	q	22	del(9)(q22)	 Acute myeloblastic leukemia without maturation (FAB type M1)
9	q	22	del(9)(q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	22	del(9)(q22)	 Acute promyelocytic leukemia (FAB type M3)
9	q	22	del(9)(q22)	 Acute myelomonocytic leukemia (FAB type M4)
9	q	22	del(9)(q22)	 Acute monoblastic leukemia (FAB type M5)
9	q	22	del(9)(q22)	 Acute monoblastic leukemia without differentiation (FAB type M5a)
9	q	22	del(9)(q22)	 Acute megakaryoblastic leukemia (FAB type M7)
9	q	22	del(9)(q22)	 Chronic myeloid leukemia, t(9;22)
9	q	22	del(9)(q22)	 Myelodysplastic syndrome, NOS
9	q	22	del(9)(q22)	 Refractory cytopenia with multilineage dysplasia
9	q	22	del(9)(q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	22	del(9)(q22)	 Multiple myeloma
9	q	22	del(9)(q22)	 Mature B-cell neoplasm, NOS
9	q	22	del(9)(q22)	 Chronic lymphocytic leukemia
9	q	22	del(9)(q22)	 Mantle cell lymphoma
9	q	22	del(9)(q22)	 Diffuse large B-cell lymphoma
9	q	22	del(9)(q22)	 Burkitt lymphoma/leukemia
9	q	22	del(9)(q22)	 Adult T-cell lymphoma/leukemia (HTLV-)
9	q	22	del(9)(q22)	 Adenocarcinoma
9	q	22	del(9)(q22)	 Adenocarcinoma
9	q	22	del(9)(q22)	 Squamous cell carcinoma
9	q	22	del(9)(q22)	 Transitional cell carcinoma
9	q	22	del(9)(q22)	 Wilms tumor
9	q	22	del(9)(q22q32)	 Acute myeloid leukemia, NOS
9	q	32	del(9)(q22q32)	 Acute myeloid leukemia, NOS
9	q	22	del(9)(q22q32)	 Acute myeloblastic leukemia without maturation (FAB type M1)
9	q	32	del(9)(q22q32)	 Acute myeloblastic leukemia without maturation (FAB type M1)
9	q	22	del(9)(q22q32)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	32	del(9)(q22q32)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	22	del(9)(q22q32)	 Diffuse large B-cell lymphoma
9	q	32	del(9)(q22q32)	 Diffuse large B-cell lymphoma
9	q	22	del(9)(q22q33)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	33	del(9)(q22q33)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	22	del(9)(q22q33)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	33	del(9)(q22q33)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	22	del(9)(q22q34)	 Acute myeloid leukemia, NOS
9	q	34	del(9)(q22q34)	 Acute myeloid leukemia, NOS
9	q	22	del(9)(q22q34)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	34	del(9)(q22q34)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	22	del(9)(q22q34)	 Refractory anemia with excess of blasts (FAB)
9	q	34	del(9)(q22q34)	 Refractory anemia with excess of blasts (FAB)
9	q	22	del(9)(q22q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	34	del(9)(q22q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	22	del(9)(q22q34)	 Multiple myeloma
9	q	34	del(9)(q22q34)	 Multiple myeloma
9	q	22	del(9)(q22q34)	 Chronic lymphocytic leukemia
9	q	34	del(9)(q22q34)	 Chronic lymphocytic leukemia
9	q	22	del(9)(q22q34)	 Peripheral T-cell lymphoma, unspecified
9	q	34	del(9)(q22q34)	 Peripheral T-cell lymphoma, unspecified
9	q	31	del(9)(q31)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	31	del(9)(q31)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	31	del(9)(q31)	 Mantle cell lymphoma
9	q	31	del(9)(q31)	 Adenocarcinoma
9	q	31	del(9)(q31q34)	 Acute myeloid leukemia, NOS
9	q	34	del(9)(q31q34)	 Acute myeloid leukemia, NOS
9	q	32	del(9)(q32)	 Chronic lymphocytic leukemia
9	q	32	del(9)(q32)	 Adenocarcinoma
9	q	32	del(9)(q32q34)	 Acute myeloid leukemia, NOS
9	q	34	del(9)(q32q34)	 Acute myeloid leukemia, NOS
9	q	33	del(9)(q33)	 Chronic lymphocytic leukemia
9	q	33	del(9)(q33)	 Diffuse large B-cell lymphoma
9	q	34	del(9)(q34)	 Acute myeloid leukemia, NOS
9	q	34	del(9)(q34)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	q	34	del(9)(q34)	 Acute megakaryoblastic leukemia (FAB type M7)
9	q	34	del(9)(q34)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	del(9)(q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	34	del(9)(q34)	 Astrocytoma, grade III-IV/Glioblastoma
9	q	34	del(9)(q34q34)	 Acute myelomonocytic leukemia (FAB type M4)
9	q	34	del(9)(q34q34)	 Acute myelomonocytic leukemia (FAB type M4)
9	q	34	del(9)(q34q34)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	del(9)(q34q34)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	del(9)(q34q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	34	del(9)(q34q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	p	11	del(10)(p11)	 Acute myeloid leukemia, NOS
10	p	11	del(10)(p11)	 Myelodysplastic syndrome, NOS
10	p	11	del(10)(p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	p	11	del(10)(p11)	 Multiple myeloma
10	p	11	del(10)(p11)	 Mature B-cell neoplasm, NOS
10	p	11	del(10)(p11)	 Follicular lymphoma
10	p	11	del(10)(p11)	 Diffuse large B-cell lymphoma
10	p	11	del(10)(p11)	 Mature T- and NK-cell neoplasm, NOS
10	p	11	del(10)(p11)	 Peripheral T-cell lymphoma, unspecified
10	p	11	del(10)(p11)	 Adult T-cell lymphoma/leukemia (HTLV-)
10	p	11	del(10)(p11)	 Adenocarcinoma
10	p	11	del(10)(p11)	 Adenocarcinoma
10	p	11	del(10)(p11)	 Adenocarcinoma
10	p	11	del(10)(p11)	 Squamous cell carcinoma
10	p	11	del(10)(p11)	 Squamous cell carcinoma
10	p	11	del(10)(p11)	 Wilms tumor
10	p	11	del(10)(p11)	 Astrocytoma, grade III-IV/Glioblastoma
10	p	11	del(10)(p11)	 Leiomyosarcoma
10	p	11	del(10)(p11)	 Osteosarcoma, NOS
10	p	11	del(10)(p11)	 Mesothelioma
10	p	12	del(10)(p12)	 Acute myeloblastic leukemia without maturation (FAB type M1)
10	p	12	del(10)(p12)	 Acute myelomonocytic leukemia (FAB type M4)
10	p	12	del(10)(p12)	 Acute monoblastic leukemia (FAB type M5)
10	p	12	del(10)(p12)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	p	12	del(10)(p12)	 Multiple myeloma
10	p	12	del(10)(p12)	 Mature B-cell neoplasm, NOS
10	p	12	del(10)(p12)	 Diffuse large B-cell lymphoma
10	p	12	del(10)(p12)	 Adult T-cell lymphoma/leukemia (HTLV-)
10	p	12	del(10)(p12)	 Adenocarcinoma
10	p	12	del(10)(p12)	 Adenocarcinoma
10	p	12	del(10)(p12)	 Adenocarcinoma
10	p	12	del(10)(p12)	 Astrocytoma, grade III-IV/Glioblastoma
10	p	12	del(10)(p12)	 Lipoma
10	p	12	del(10)(p12)	 Leiomyosarcoma
10	p	13	del(10)(p13)	 Acute megakaryoblastic leukemia (FAB type M7)
10	p	13	del(10)(p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	p	13	del(10)(p13)	 Multiple myeloma
10	p	13	del(10)(p13)	 Mature B-cell neoplasm, NOS
10	p	13	del(10)(p13)	 Diffuse large B-cell lymphoma
10	p	13	del(10)(p13)	 Mature T- and NK-cell neoplasm, NOS
10	p	13	del(10)(p13)	 T-prolymphocytic leukemia
10	p	13	del(10)(p13)	 Mycosis fungoides/Sézary syndrome
10	p	13	del(10)(p13)	 Peripheral T-cell lymphoma, unspecified
10	p	13	del(10)(p13)	 Adult T-cell lymphoma/leukemia (HTLV-)
10	p	13	del(10)(p13)	 Adenocarcinoma
10	p	13	del(10)(p13)	 Adenocarcinoma
10	p	13	del(10)(p13)	 Adenocarcinoma
10	p	13	del(10)(p13)	 Squamous cell carcinoma
10	p	13	del(10)(p13)	 Combined germ cell tumors
10	p	13	del(10)(p13)	 Undifferentiated pleomorphic sarcoma
10	p	13	del(10)(p13)	 Osteosarcoma, NOS
10	p	13	del(10)(p13p11)	 Acute myeloid leukemia, NOS
10	p	11	del(10)(p13p11)	 Acute myeloid leukemia, NOS
10	p	13	del(10)(p13p11)	 Adult T-cell lymphoma/leukemia (HTLV-)
10	p	11	del(10)(p13p11)	 Adult T-cell lymphoma/leukemia (HTLV-)
10	p	14	del(10)(p14)	 Acute myeloblastic leukemia with maturation (FAB type M2)
10	p	14	del(10)(p14)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	p	14	del(10)(p14)	 Diffuse large B-cell lymphoma
10	p	14	del(10)(p14)	 Adult T-cell lymphoma/leukemia (HTLV-)
10	p	14	del(10)(p14p11)	 Acute myeloid leukemia, NOS
10	p	11	del(10)(p14p11)	 Acute myeloid leukemia, NOS
10	p	14	del(10)(p14p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	p	13	del(10)(p14p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	p	15	del(10)(p15p11)	 Mycosis fungoides/Sézary syndrome
10	p	11	del(10)(p15p11)	 Mycosis fungoides/Sézary syndrome
10	p	15	del(10)(p15p12)	 Acute myeloid leukemia, NOS
10	p	12	del(10)(p15p12)	 Acute myeloid leukemia, NOS
10	q	11	del(10)(q11)	 Acute erythroleukemia (FAB type M6)
10	q	11	del(10)(q11)	 Chronic myeloid leukemia, t(9;22)
10	q	11	del(10)(q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	11	del(10)(q11)	 Osteosarcoma, NOS
10	q	21	del(10)(q21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	22	del(10)(q22)	 Acute myeloid leukemia, NOS
10	q	22	del(10)(q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	22	del(10)(q22)	 Mature B-cell neoplasm, NOS
10	q	22	del(10)(q22)	 Chronic lymphocytic leukemia
10	q	22	del(10)(q22)	 Follicular lymphoma
10	q	22	del(10)(q22)	 Diffuse large B-cell lymphoma
10	q	22	del(10)(q22)	 Adenocarcinoma
10	q	22	del(10)(q22)	 Adenocarcinoma
10	q	22	del(10)(q22)	 Transitional cell carcinoma
10	q	22	del(10)(q22)	 Astrocytoma, grade III-IV/Glioblastoma
10	q	22	del(10)(q22)	 Primitive neuroectodermal tumor/Medulloblastoma
10	q	22	del(10)(q22)	 Malignant peripheral nerve sheath tumor/Triton
10	q	22	del(10)(q22)	 Endometrial stromal sarcoma
10	q	22	del(10)(q22q23)	 Chronic lymphocytic leukemia
10	q	23	del(10)(q22q23)	 Chronic lymphocytic leukemia
10	q	22	del(10)(q22q24)	 Acute myeloid leukemia, NOS
10	q	24	del(10)(q22q24)	 Acute myeloid leukemia, NOS
10	q	22	del(10)(q22q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	24	del(10)(q22q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	22	del(10)(q22q24)	 Chronic lymphocytic leukemia
10	q	24	del(10)(q22q24)	 Chronic lymphocytic leukemia
10	q	22	del(10)(q22q24)	 Follicular lymphoma
10	q	24	del(10)(q22q24)	 Follicular lymphoma
10	q	22	del(10)(q22q24)	 Splenic marginal zone B-cell lymphoma
10	q	24	del(10)(q22q24)	 Splenic marginal zone B-cell lymphoma
10	q	22	del(10)(q22q24)	 Diffuse large B-cell lymphoma
10	q	24	del(10)(q22q24)	 Diffuse large B-cell lymphoma
10	q	22	del(10)(q22q24)	 Burkitt lymphoma/leukemia
10	q	24	del(10)(q22q24)	 Burkitt lymphoma/leukemia
10	q	22	del(10)(q22q24)	 Transitional cell carcinoma
10	q	24	del(10)(q22q24)	 Transitional cell carcinoma
10	q	22	del(10)(q22q24)	 Leiomyoma
10	q	24	del(10)(q22q24)	 Leiomyoma
10	q	22	del(10)(q22q26)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	26	del(10)(q22q26)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	22	del(10)(q22q26)	 Multiple myeloma
10	q	26	del(10)(q22q26)	 Multiple myeloma
10	q	22	del(10)(q22q26)	 Follicular lymphoma
10	q	26	del(10)(q22q26)	 Follicular lymphoma
10	q	23	del(10)(q23)	 Acute myeloid leukemia, NOS
10	q	23	del(10)(q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	23	del(10)(q23)	 Follicular lymphoma
10	q	23	del(10)(q23)	 T-prolymphocytic leukemia
10	q	23	del(10)(q23)	 Adult T-cell lymphoma/leukemia (HTLV-)
10	q	23	del(10)(q23)	 Adenocarcinoma
10	q	23	del(10)(q23)	 Adenocarcinoma
10	q	23	del(10)(q23)	 Soft tissue tumor, NOS
10	q	23	del(10)(q23q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	24	del(10)(q23q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	23	del(10)(q23q24)	 Follicular lymphoma
10	q	24	del(10)(q23q24)	 Follicular lymphoma
10	q	23	del(10)(q23q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	25	del(10)(q23q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	23	del(10)(q23q25)	 Mature B-cell neoplasm, NOS
10	q	25	del(10)(q23q25)	 Mature B-cell neoplasm, NOS
10	q	24	del(10)(q24)	 Acute myeloid leukemia, NOS
10	q	24	del(10)(q24)	 Acute myeloblastic leukemia without maturation (FAB type M1)
10	q	24	del(10)(q24)	 Acute promyelocytic leukemia (FAB type M3)
10	q	24	del(10)(q24)	 Acute erythroleukemia (FAB type M6)
10	q	24	del(10)(q24)	 Chronic myeloid leukemia, t(9;22)
10	q	24	del(10)(q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	24	del(10)(q24)	 Multiple myeloma
10	q	24	del(10)(q24)	 Mature B-cell neoplasm, NOS
10	q	24	del(10)(q24)	 Chronic lymphocytic leukemia
10	q	24	del(10)(q24)	 Mantle cell lymphoma
10	q	24	del(10)(q24)	 Follicular lymphoma
10	q	24	del(10)(q24)	 Splenic marginal zone B-cell lymphoma
10	q	24	del(10)(q24)	 Diffuse large B-cell lymphoma
10	q	24	del(10)(q24)	 Burkitt lymphoma/leukemia
10	q	24	del(10)(q24)	 Mycosis fungoides/Sézary syndrome
10	q	24	del(10)(q24)	 Adult T-cell lymphoma/leukemia (HTLV-)
10	q	24	del(10)(q24)	 Undifferentiated carcinoma
10	q	24	del(10)(q24)	 Adenocarcinoma
10	q	24	del(10)(q24)	 Adenocarcinoma
10	q	24	del(10)(q24)	 Adenocarcinoma
10	q	24	del(10)(q24)	 Adenocarcinoma
10	q	24	del(10)(q24)	 Adenocarcinoma
10	q	24	del(10)(q24)	 Adenocarcinoma
10	q	24	del(10)(q24)	 Transitional cell carcinoma
